书名,出版信息,评价人数,用户名,评论内容,序号,ai_prob,human_prob,conclusion
凯罗斯,作者:[德] 燕妮·埃彭贝克译者:李佳川出版社:云南人民出版社出品方:理想国出版年:2026-1ISBN:9787222244214页数:392装帧:平装定价:69.00元原作名:KAIROS丛书:理想国：燕妮·埃彭贝克作品,634,于是2026-01-11 17:01:35上海,嘿，不就是托卡尔丘克写过的小神~~ 从15:48凯罗斯显现神迹开始，从每个词都能触碰到她的激情开始，各自流亡到自己的内部，接受战争、时代、艺术为自己定制的牢笼，在柏林墙倒塌前的那个特殊时代里，谎言也分有权和无权的形态，然后庆祝背叛，纪念背叛。奉上马鞭的女子生长于两种意识形态的假和平、假对峙的青春期，连职业都是做布景。用磁带转录愤怒嫉妒绝望的男人却来自真战争、真婚姻、真党内辩论。东柏林爱情故事真是太适合演绎情欲政治化了。转型后的每一种细节都能对应到家、国、爱曾有的信念，用一整本书铺垫了全面的崩塌。,45,0.6057324409484863,0.39426758885383606,AI生成
凯罗斯,作者:[德] 燕妮·埃彭贝克译者:李佳川出版社:云南人民出版社出品方:理想国出版年:2026-1ISBN:9787222244214页数:392装帧:平装定价:69.00元原作名:KAIROS丛书:理想国：燕妮·埃彭贝克作品,634,淼淼淼啊2026-01-05 18:41:44广东,小说看似是以忘年恋的爱情故事作为古老的开场白，在文学范本里其实还蛮常见《简爱》《洛丽塔》《朗读者》，但事实上往下看去，才发现这只不过是权利与控制的关系。汉斯利用年龄、社会地位和情感经验对卡塔琳娜进行身心操控，逐渐演变成审讯、暴力甚至虐待。爱情和背叛仿佛是粘在蜘蛛网上的露水剥离不净。不由的产生疑问这一系列的操作下来真的是爱情吗？读到中段的每一页我都期望卡塔琳娜起身“逃跑”。文中的汉斯代表经历过纳粹时代，在东德生活的老一代人，而卡塔琳娜则是在柏林墙下成长对西方好奇又不安的新一代，两人的关系隐射了东德理想主义的崛起与幻灭，最初的乌托邦憧憬，到后来的高压窒息、最后虚伪的最终崩溃，历史并不浮于表面而是渗透到亲密关系的肌理之中。小说中的人物总会遇到“凯罗斯”对时机与命运的追问与东德历史转折点呼应。,46,0.27257224917411804,0.7274277210235596,人类撰写
凯罗斯,作者:[德] 燕妮·埃彭贝克译者:李佳川出版社:云南人民出版社出品方:理想国出版年:2026-1ISBN:9787222244214页数:392装帧:平装定价:69.00元原作名:KAIROS丛书:理想国：燕妮·埃彭贝克作品,634,王敷之2026-01-06 16:54:05北京,"“人能主宰镜中所见之物吗？还是只能用一种无力去抵消另一种无力？”

汉斯的人生如同他童年的波美拉尼亚壶，“里面存在冰块，腔体嵌在水壶一侧，从外向内凹进去”——腔体能够含纳着什么，同时也被更大之物所含纳。难以分清哪部分是属于自我的，哪部分是属于时代的。他对待爱情的方式也就是他父亲和他的时代对待他的方式（父亲的体罚与希姆莱的教导先后衔接），也就是，纳粹式的、训诫的、操控的。他控诉、命令、鞭打，给卡塔琳娜看SM的画册，因能够将这种污秽的权力逻辑植入她的思想而感到快乐，自己浑然不觉。“祖国离开了他，而他却仍在原地”。但这种关系像戈雅的画，不论是谁掌握权力优势，谁能够挥棒，都只会让自己在泥潭中下沉。一代苍白的年轻人，和僵化的世界一起通向深渊。",47,0.046754296869039536,0.9532456994056702,人类撰写
凯罗斯,作者:[德] 燕妮·埃彭贝克译者:李佳川出版社:云南人民出版社出品方:理想国出版年:2026-1ISBN:9787222244214页数:392装帧:平装定价:69.00元原作名:KAIROS丛书:理想国：燕妮·埃彭贝克作品,634,树爱走路2025-12-15 16:43:07北京,埃彭贝克新作！！！快上好饭！❤️,48,0.07514605671167374,0.9248539209365845,人类撰写
凯罗斯,作者:[德] 燕妮·埃彭贝克译者:李佳川出版社:云南人民出版社出品方:理想国出版年:2026-1ISBN:9787222244214页数:392装帧:平装定价:69.00元原作名:KAIROS丛书:理想国：燕妮·埃彭贝克作品,634,圆首的秘书2026-01-10 21:37:42日本,"纸箱一：各种意义上的交织：词句，段落，章节。去掉主语和标识，完全缠绕在一起。断裂！要不给得令人猝不及防。延宕！要不给得令人快要失去耐心。正因为胆大包天的裁切，让人看得胆战心惊：政治的也是情感的，总是让人惊呼我是谁，我在哪儿，迷失在埃彭贝克的意识丛林中。
纸箱二：一轮痛苦接着又一轮痛苦，没有喘息之机，每一个认同都马上导向一个蔑视，每一个厌恶都马上指向一个怜悯，每一个胜利都马上走向一个失败。当你试图用PUA解释所有这一切：东德、苏维埃、纳粹的孩子、伽利略——你就失去了整个埃彭贝克。

因为，“如果我那时知道，我是你的镜像。”难道我们不是必须解释这句话，才能明白这本书真正的价值所在吗？",49,0.49189770221710205,0.508102297782898,人类撰写
凯罗斯,作者:[德] 燕妮·埃彭贝克译者:李佳川出版社:云南人民出版社出品方:理想国出版年:2026-1ISBN:9787222244214页数:392装帧:平装定价:69.00元原作名:KAIROS丛书:理想国：燕妮·埃彭贝克作品,634,OshinoRyo2026-01-24 10:51:09江苏,在诚品下午三小时一口气看完Jenny的新译，太美妙了。/为什么Jenny一定会是诺奖作家？其一得益于她剧作家、小说家、纪实散文作家的多重身份，Jenny的创作灵动跳跃，融合意象不追求刻意而为，同时又体现较高文性的纯文学追求（亦或者说迎合主流评奖的文学审美，例如托卡尔丘克和她最爱的托马斯曼）。其二是Jenny的创作技法在语言和结构中达到美妙的平衡，如果抽象剥离只看本作的剧情就变成了出轨老登和变态荡妇，但故事性完全不以人为意识转移，柏林墙的树立和倒塌、钢铁洪流中生命的消逝和时机之神的垂青塑造了战争下个体和时代宿命的反差感。其中男女角色、裸露的性描写和性隐喻、色欲情爱都是象征符号，这一点Jenny的创作胜于国内“刻意而为”许多。总之，Jenny一直聚焦于战争前后德国的历史今天和未来，9分佳作。,50,0.02208096534013748,0.9779190421104431,人类撰写
凯罗斯,作者:[德] 燕妮·埃彭贝克译者:李佳川出版社:云南人民出版社出品方:理想国出版年:2026-1ISBN:9787222244214页数:392装帧:平装定价:69.00元原作名:KAIROS丛书:理想国：燕妮·埃彭贝克作品,634,冷建国2026-01-31 21:38:51北京,埃彭贝克写的是个人生活与政治史的交织，而且是从常常被隐蔽或被审视的东德人的视角——除了史塔西，他们的生活里还有什么？没有了柏林墙，失去“国家”的他们又可以成为谁？西边是一种怎样的概念，除了民主制度和消费文化之外还有什么？《凯罗斯》用极为特殊的语言写一种过程，情感和社会里由热烈滋生出腐朽与暴力的过程，新人旧人之间、新制度旧制度之间权力对比此消彼长的过程，这些过程时而显微时而爆裂。埃彭贝克一边用庄严如纪念碑般的语言写小女孩和老男人之间的情色，一边以呓语般的混沌书写着德国自希特勒始——不，可能是自巴赫或海顿始——直到1990年代政治变革的历史。,51,0.020144442096352577,0.9798555374145508,人类撰写
凯罗斯,作者:[德] 燕妮·埃彭贝克译者:李佳川出版社:云南人民出版社出品方:理想国出版年:2026-1ISBN:9787222244214页数:392装帧:平装定价:69.00元原作名:KAIROS丛书:理想国：燕妮·埃彭贝克作品,634,之易2026-01-06 21:51:31山西,1.庆幸这是本小说，也害怕这是场寓言。2.埃彭贝克不愧被称为“德语文学的织布鸟”，她提及的文学、哲学、音乐家都与卡塔琳娜、汉斯的生命经验紧紧联系在一起，理解主人公和时代的“抓手”。（安妮·埃尔诺《悠悠岁月》）3.《坠落的审判》讲的是把男人放到家庭会发生什么的话，这本书可能是讨论男人被女人出轨的话男人会做出什么。另外还有一个老男人和一个年轻女人在一起会发生什么。与安妮·埃尔诺《年轻男人》做对比 4.想到了《洛丽塔》。这本书不是有意勾起读者欲望，而是用一些细节和散文诗式的语言描绘爱情。5.爱情和自由一样，一旦拥有了，就变得无趣。一段变成了“上班打卡”的婚外情，注定沦为庸俗，爽感建立在原有婚姻存续的基础上。6.凯罗斯，不可复现的命运拐点。如果两人没有相遇呢？如果…… 7.人的分裂与国家的分裂……8,52,0.026698216795921326,0.9733018279075623,人类撰写
凯罗斯,作者:[德] 燕妮·埃彭贝克译者:李佳川出版社:云南人民出版社出品方:理想国出版年:2026-1ISBN:9787222244214页数:392装帧:平装定价:69.00元原作名:KAIROS丛书:理想国：燕妮·埃彭贝克作品,634,CKG48-金秋天2026-02-13 23:31:11广西,谈情在这刻太荒谬,53,0.7221537828445435,0.27784618735313416,AI生成
凯罗斯,作者:[德] 燕妮·埃彭贝克译者:李佳川出版社:云南人民出版社出品方:理想国出版年:2026-1ISBN:9787222244214页数:392装帧:平装定价:69.00元原作名:KAIROS丛书:理想国：燕妮·埃彭贝克作品,634,孤独美食佳2026-01-13 11:57:39北京,从《时世逝》的单一视角变为双人，为乔伊斯/德布林的拼贴赋予主语，政治不再是叙事者的声音，而是人物的生活环境、所受影响和结尾的投摄，这使得人物和政治达成同构，在保留隐喻的同时（汉斯的精苏）又突破了象征（凯罗斯并不直接指向柏林墙，而是法兰克福）。埃彭贝克在文体创新的同时，又恢复了传统爱情小说的细腻情感和时间变迁。对文体间性（浪漫派与法西斯主义、communism的关系）和时间的处理十分突出。埃彭贝克也第一次袒露出自传性：戏剧、东柏林、忘年交、卡塔琳娜出生于1967。,54,0.09390045702457428,0.9060995578765869,人类撰写
凯罗斯,作者:[德] 燕妮·埃彭贝克译者:李佳川出版社:云南人民出版社出品方:理想国出版年:2026-1ISBN:9787222244214页数:392装帧:平装定价:69.00元原作名:KAIROS丛书:理想国：燕妮·埃彭贝克作品,634,深夜球迷2025-12-30 20:51:59江苏,3.5第一时间读完，并非愉悦的阅读体验。标志性绵密质问式的语言和密不透风也许精巧的结构，设定（制作）了这样部融合太多元素的小说，虐恋、国家、历史、政治，脑子仿佛要爆炸了。,55,0.016261281445622444,0.9837387800216675,人类撰写
凯罗斯,作者:[德] 燕妮·埃彭贝克译者:李佳川出版社:云南人民出版社出品方:理想国出版年:2026-1ISBN:9787222244214页数:392装帧:平装定价:69.00元原作名:KAIROS丛书:理想国：燕妮·埃彭贝克作品,634,时间之葬2026-01-07 12:01:00云南,起初是惊讶，那么长的篇幅描写两个人的遇见和迅速相爱，可以那么美妙，那么真切，那么准确，然后到后半部分才意识到之前有多么美妙，后来就有多么残酷，之前以为是爱的东西，其实质原来是统治，之前像是情调和游戏的SM，最终变成了彻底的精神PUA。一个生于纳粹时代的老男人，和一个生于67年的少女，他们之间的一切，本身就是这种权力关系最好的隐喻。最后短短的终曲更是揭晓了一个意外又不会太过意外的事实——在更大的背景下，他和她，原来是一样的。,56,0.646678626537323,0.3533213138580322,AI生成
凯罗斯,作者:[德] 燕妮·埃彭贝克译者:李佳川出版社:云南人民出版社出品方:理想国出版年:2026-1ISBN:9787222244214页数:392装帧:平装定价:69.00元原作名:KAIROS丛书:理想国：燕妮·埃彭贝克作品,634,四火火火火2026-01-24 21:23:13山东,我想你看到血液，皮肤，灵魂背后的我，真实的我。埃彭贝克的叙述好似一张裹着无数尖针的厚实棉布，反复碾压在敏感的皮肤之上，凯罗斯（Kairos）是古希腊掌管“时机”的时间之神，只在特定时刻出现，象征陡然出现的那个不可复现的命运拐点，心脏深处留下残缺不堪的钝痛，时间本身不可见，人们只能通过不幸间接显现才得以看清不幸是时间褪去的外衣，恍惚令人怀疑那之前过于溢出的情欲潮水是否真正存在过，年轻的女艺术家与跨越世纪的老派撰稿作家在德国柏林墙的纷飞混战中邂逅相恋决裂，爱就像锡纸裹着的圣诞巧克力人，从来是空心的，越摞越高的磁带盘忠诚的记录着他叛逃的爱与意志，伤痛成为他与她之间密不可分的灵魂导流沟渠，我伤害着你，也爱着你，总好过面对面死寂静默的无言，女孩流亡着摇晃在时间绳索尽头，爱与恨多么的相似，故事结束。,57,0.32768258452415466,0.6723174452781677,人类撰写
凯罗斯,作者:[德] 燕妮·埃彭贝克译者:李佳川出版社:云南人民出版社出品方:理想国出版年:2026-1ISBN:9787222244214页数:392装帧:平装定价:69.00元原作名:KAIROS丛书:理想国：燕妮·埃彭贝克作品,634,Ivy Z2026-01-15 22:15:46天津,最极致的权力，发生在最亲密的关系中；最深刻的历史，深藏于最私人的身体里；最可怕的暴力，是让你用我的语言来指控你自己，以爱的名义。从这个角度说，燕妮·埃彭贝克的书写本身就是在争取一种话语权吧，在一切被遗忘或被扭曲之前。,58,0.32451891899108887,0.6754810214042664,人类撰写
凯罗斯,作者:[德] 燕妮·埃彭贝克译者:李佳川出版社:云南人民出版社出品方:理想国出版年:2026-1ISBN:9787222244214页数:392装帧:平装定价:69.00元原作名:KAIROS丛书:理想国：燕妮·埃彭贝克作品,634,YLAN_YLAN2026-01-15 16:55:30北京,开篇即高潮，然后慢慢地塌陷，欲望与体制一起渐渐崩溃。幻想的优越国度，和想象的亲密关系，两种错误的希望共同交合又瓦解。喜欢娄烨的影迷也会喜欢这部小说，爱情与政治的永恒权力二重奏。简评版：分析一场PUA如何发生，颗粒度极细。,59,0.7669907212257385,0.23300932347774506,AI生成
凯罗斯,作者:[德] 燕妮·埃彭贝克译者:李佳川出版社:云南人民出版社出品方:理想国出版年:2026-1ISBN:9787222244214页数:392装帧:平装定价:69.00元原作名:KAIROS丛书:理想国：燕妮·埃彭贝克作品,634,斯斯2026-02-24 01:06:49黑龙江,起初命运般却突兀地相爱已经是隐喻了,60,0.08906207978725433,0.9109379649162292,人类撰写
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,潘允嫒2026-01-19 17:14:52北京,“我死后肯定去天堂，因为我已在地狱充分服役。”,61,0.4514782726764679,0.5485216975212097,人类撰写
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,曲八2026-01-16 20:28:21北京,「首作《战利品》写于光州民主化运动被掩盖为国家秘密的时期，因此小说里出现的校内示威以及与光州有关的部分没有加以关键性的描写，只是通过暗示来处理。这样说来，我也算是进行了自我审查。然而近来在海外翻译出版，我感觉描写不完整的示威部分难以被外国读者理解，于是补充了当年删去的部分，同时也更新到了这次的国内修订版。对我来说，这的确是时隔近四十年首次完成的复原，难免感怀良多。」（李沧东，2025年6月）无论作为小说家还是电影导演，我想，勇猛的创作者李沧东始终站在某种“示威队伍”的最前方——不服膺于任何政治正确或流行话语，只是挣扎着质疑着，在痛苦中流泪，在废墟中起舞，一步又一步，艰难地行过，历史的暴烈与生活的消磨。,62,0.2839199900627136,0.7160800099372864,人类撰写
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,狗老徐2026-01-28 10:44:32北京,喜欢新版本，从文案到装帧，能感觉到编辑对作品的充分理解，and对导演的了解。确实有效地帮助我进入了作品。尤其喜欢新版的设计，飞扬的雪让我想到《黑暗荣耀》里吹向文东恩的亡灵灰屑，抽象的概念开始有形，所以“你是怎么走到这一步，只知道憎恨这个世界呢？” （期待新版的《鹿川》）,63,0.936225950717926,0.06377404928207397,AI生成
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,Jonathan2026-01-27 20:52:33北京,没想到还能读到作者四十年来首次复原的全新修订版，虽然对1983年的首作《战利品》增加的光州对抗的那段一直不提的历史看似笔墨并不浓重但却意义非凡举重若轻。再读李沧东上世纪80年代初出文坛的这些短篇依旧能有不寒而栗的冲击感。他关注在战争结束后韩国工业化浪潮下荒诞的小人物命运，深度洞察着在社会动荡下人们疲惫生活的状态，超越了单纯的历史和意识形态的框架，引领读者关注那些饱受矛盾煎熬的现实以及承载着此类创伤的人类整体生存境遇。李沧东的每一笔都泠冽的像首尔冬夜的冷风，刺骨又决绝，每个人物都可悲可恨可怜又无奈。后来他能拍出《绿洲》《密阳》《燃烧》等等大奖肯定的电影，作为作家的文字积累起了至关重要的作用。这些四十年前因阶级分化而造成难以逾越鸿沟的故事们并不过时，放在当下的某些情境中依旧有生根发芽的土壤。,64,0.708190381526947,0.2918095886707306,AI生成
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,欢乐分裂2026-02-06 15:40:47上海,"“我们这个时代，所有的承诺都死了。”“庆祝我们的共犯”，重读仍被这两句深入骨髓的痛给击中，每一篇都深深印刻着被无声无息阴影侵袭的巨大不安——空房子内莫名的声响，老妇的腐败气息，残留30年痛楚的坏牙，口袋里的骨殖，它们要永久地在我们心头作祟，噬咬身心。
个人在工业化进程中的迷失和惶惑，历史创痛伤痕的分裂意识，赤色失败的上一代遗产要由下一代负担，“想用死亡交换的东西被卑鄙幸存者占有”，因此他们要坐上开往光州的巴士，斩断脐带，焚毁联结过往现在的纸张，牺牲者以穿透死亡的决绝方式实现上升。
多次可见燃烧和坠落的意象，以及视角切换和时空置换的写法，已然具备电影的场景感；《舞》的结尾像极村上，并与《燃烧》对应；《火与灰》正如解说所言，超越类型范式，将个体遭遇与时代变局紧密相连的泣血之作。",65,0.28801947832107544,0.7119804620742798,人类撰写
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,楚腰纤细掌中轻2026-01-27 21:18:34江苏,新星版重读。这部集子里几乎每部小说都有个“消失”的人，要么留下空间让人失衡，要么留下怨念啃啮人心，《舞》留下了壁垒前的恍惚，那一刻被注入《燃烧》。李沧东看见一道铁幕正在落下，血迹未褪而阶级已然筑成，存在如此不真实，“异象”却有温度。他的身后，还走出了奉俊昊和金基德。,66,0.25074511766433716,0.7492548823356628,人类撰写
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,巴伐利亞酒神2026-02-08 10:33:40上海,李沧东写的是恐怖小说，里面全是从过去穿越而来的亡魂。死不瞑目，永远讨不到说法。于是只能烧纸，烧纸，去祭祀那被噤声的过去，去埋葬那看不见的未来。,67,0.26759716868400574,0.7324028015136719,人类撰写
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,Glass_Onionn2026-02-05 00:04:14湖南,没有看过李沧东的人生是不完整的……李沧东绝对是亚洲最会叙事的导演之一……,68,0.48279497027397156,0.517204999923706,人类撰写
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,阿梦2026-01-29 15:39:08湖北,李沧东的书不管是从易读性来说，还是从故事的趣味性和深意来说，都是十分得好读的。李沧东笔下的人物几乎无一例外皆属社会底层，并且多数带有时代创伤。有趣的是，李沧东并没有把他笔下的人物塑造成象征性强，但现实性弱的白鸽，而是塑造成让人想敬而远之，或刺头、或外强中干、或软弱无能，沾上了就会变得不幸的麻烦。这些人物身上的坏皆属“富生良心，穷生罪恶”中的困兽之斗。有钱有势的人，会用钱和势在自身与外界危险之间建筑起防御自己不被外界危险侵害的防火墙；无钱无势的人，只能用他们的牙齿和骨血做他们遭遇不幸时最后的反抗。李沧东笔下的人物之所以会这样并不在于个人选择，而在国家层面、制度性的问题。李沧东笔下的故事很多地方都没有把话说透，没有说透不是故弄玄虚，而是说话的人和听话的人对在谈的事都能心领神会，并且讳莫如深。,69,0.18823088705539703,0.8117691278457642,人类撰写
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,Raskolnikov2026-03-19 00:21:26安徽,重读，这次换了新译本，体验比旧版好很多，流畅而自然。几篇小说围绕着光州，工业化开始他的讲述，生活的废墟下面，可怜的人们喘息，死去，或者翩翩起舞，被雾化的大脑，被肢解的躯体，被熄灭的眼睛，在这个被诅咒的时代里共炼，沉默的人群伴随永不溃烂的尸体，自相残杀后互相搀扶，他们不会再坠落了，在地狱里行走，无论如何都是在向上。天地不仁，以万物为刍狗。谢谢赠书。,70,0.09111680090427399,0.9088831543922424,人类撰写
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,胡桑2026-03-05 17:36:53上海,李沧东是写不安与痛苦的作家，他相信：“存在即痛苦，痛苦即存在。”同时，他又残忍地展现了这种痛苦和存在背后的社会结构和同谋意识。,71,0.33967825770378113,0.6603217124938965,人类撰写
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,何适之2026-03-02 10:10:27北京,李沧东的这部短篇集，把心碎、悲痛、绝望与虚无，透过一个个彼时的韩国历史大事件所酿成的个体困境，血淋淋呈现出来。歇斯底里的母亲，压力与恐惧之下的夫妻，又或是理想主义幻灭后的人生惨状。不惧于写下真实的人性挣扎与心理状况，直面丑陋与不堪。极为硬核的写实主义风格。相较之下，我们的写作者又在干什么？,72,0.6678161025047302,0.33218392729759216,AI生成
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,湛蓝色忧郁2026-03-02 17:40:43福建,这是一部写韩国在社会变革前夕的短篇小说集。不同于韩江的作品，在李沧东的这本书里时代并不如山崩一般滚滚而来，但却有一层关于痛苦和疏离的整体质感。这种说不清道不明的感觉犹如这书名，“当白纸上清晰的黑字被火焰吞噬，扭曲着，哀嚎着，最后消失不见，她也不知道那些字说了什么，意味着什么。”或许作者试图寻找那个时代中苦难的意义，苦难来既来自于冷酷的现实，也来自于变幻莫测的人心，而意义有时无处找寻，有时被卑鄙者窃取。而如花般的生命内核或许早已写入残忍，“她大概并不知道，每到春天准时盛开的一朵花的残忍。不只是一朵花，一切有生命的东西都是残忍的。”可即便苦难残忍如斯，仍有不放弃追寻良善的动人面孔，正如作者李沧东所说“我小说中的人物或许看起来无力而可悲，但即便身处逆境，他们仍以各自的方式对抗着生活的虚无。”,73,0.2770369052886963,0.7229630947113037,人类撰写
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,沈持盈2026-01-31 19:07:17浙江,避无可避的对政治的拷问，平静中包裹着巨大的冲击力。,74,0.502863883972168,0.49713608622550964,AI生成
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,Ed1212026-03-11 21:41:53上海,"整个社会在转型期那种焦躁 无奈写得非常到位 天总是下着雨 阴冷 空气里有泥土和铁锈的味道
普通人似乎永远被政府 北边的邻居 头上的美国人三者搓磨
这些我能理解
但最终呈现出来每一篇都差不多是这一个气质 看到最后有一点倦了
文笔很好 是我一辈子都写不出来的东西",75,0.5624090433120728,0.43759089708328247,AI生成
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,这些人2026-02-28 13:05:33浙江,虚无的意识形态给人带来切实的痛苦。工业化与西化的社会，断裂的代际关系，顽固的创伤记忆，都挤压着人们生活的可能。人成为了在社会中游荡的无所依止的符号，而可能萌芽的自我意识竟成为了尴尬与痛苦的来源。“我想，他们的行为就是通过燃烧自己的身体在历史和社会中寻求生命意义的挣扎。可是，他们想用死亡交换的东西却被卑鄙的幸存者占有，他们只是散落成一杯尘埃，消失在漆黑的虚无之中。”这版的译文流畅一点装帧也好看，人生活在折磨之中就像蚂蚁爬行在封面的空白之上。初看觉得李沧东写的东西好狠毒，细细一想如果不是关注过琢磨过甚至是从相似的环境中成长起来过怎么会有这么深刻且疼痛的体验。尤其喜欢战利品的写法，两个时空竟然可以通过双重意义的一两句话串联起来，像电影一样来去自如转地突转。树个墓碑吧，祈求冥福吧，但并不只是为亡灵。,76,0.06771588325500488,0.9322841763496399,人类撰写
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,momo2026-03-09 01:28:59河北,看不进去一些男性叙事的作品了，尤其后期的选文，突然开始下半身控制大脑讲一堆生殖器相关的☺️太太太太太太不推荐了,77,0.016159141436219215,0.9838408827781677,人类撰写
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,三馆茶水总领2026-02-12 10:24:49四川,《烧纸》让我感到最不寒而栗的是什么？不是血泪一般的文字，而是每一篇的落款时间，这些细微的生活和这些久远的时间，让我惊讶地发现，原来已经过去了那么久的事，在人们的心里还没有真正过去。也许我们比他们幸福吧，因为我们忘性很大。,78,0.33953922986984253,0.6604607105255127,人类撰写
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,我对你的无语简直能沉默整个宇宙2026-03-02 12:13:51上海,重看，重新。在意识不到历史正在发生的时候，把历史以碎碎念的形式固定证据，是同时发生的残忍与慈悲。,79,0.021543679758906364,0.9784562587738037,人类撰写
烧纸,作者:[韩] 李沧东译者:薛舟出版社:新星出版社出品方:新经典文化出版年:2026-1ISBN:9787513360111页数:400定价:69.00元原作名:소지,374,censored dump2026-02-22 14:28:21上海,好看的，作家李沧东与导演一脉相承，尤其是直面国家现代化转型给个人的创伤，其写法的现代性在于把历史的阵痛投射在具身的感知上（臭味、牙疼、勃起），而其经典性则体现在情节的仪式性——基本上就是某种祭祀与招魂，一切症候都等待着某种痛苦的释放，同时也是真相的揭露，对伤痕的体认就这样与和解/救赎绑在一起（甚至相对轻巧的《套中人》式小品《舞》也是），不难理解后续拍出电影《薄荷糖》、《密阳》。对当今读者而言，这种直面可能过于浓缩而不堪承受（前半本之惨痛，不太能一口气读完），给我们的冲击也在此——文人的历史责任感能触及的边界，如果英若诚把《水流云在》写成《XXX纪事》，如果王、娄导演能当上文化部长，如果我们能像《火与灰》那样写“新的五月又来了”，那我们就不必感慨说大韩民国如地狱到底是散布谣言还是泄露国家机密。,80,0.16127446293830872,0.8387255072593689,人类撰写
