id,评论内容,created_time,用户名,province,child_comment_count
11445572798,<p>他们可不是光自己撒钱，而是逼着商家一起</p>,2026-03-24 04:12:03,ygdwawq,天津,0
11445115311,<p>你是领导，不创造音量，谁给你权力？不创造障碍，谁给你好处？</p>,2026-03-23 23:56:58,知乎用户,江苏,1
11445166536,去年外卖行业补贴了2000亿资金，无论你强调平台干了各种转嫁成本的事情，但是整个行业多出2000亿的增量资金，一定是比原来更好的。 <br><br>无非是商家真的把平台补贴出来的泡沫单看成是自己的本事。以为没有平台补贴，那些外卖订单就变成自己的堂食。 实际上，今年一季度补贴开始减少了，商家骑手的日子远比去年惨多了。 <br><br>我要是阿里美团，就把补贴全撤走，让管理层见识一下，没补贴的餐饮店有多惨，没单子跑的骑手会怎么样。 ,2026-03-23 20:12:04,翱翔天开,广东,39
11445843330,"<p>当年, 马云: 我们去掉了中间商, 所以便宜....<br>多年后, 我们就是最大的中间商, 以前的中间商才赚几个钱[机智]</p>",2026-03-24 10:20:42,小汤圆,上海,12
11445427614,说实话，一家店他如果长时间不上任何一家平台还能经营下去，他报多少钱，我就愿意付多少钱。,2026-03-23 21:44:02,柏侯子安,浙江,13
11445119883,"猛猛打，不打我怎么吃 9 块钱的饭[生气][生气]<a href=""https://pic1.zhimg.com/v2-279ea84231f8a89f334d16b691a9974b_qhd.jpg?source=1d2f5c51"" class=""comment_img"" data-width=""1272"" data-height=""752"">查看图片</a>",2026-03-24 08:29:00,冬瓜大萝卜,广东,10
11445416914,问题是那么多年下来我到店问价就只有一间真比平台开价便宜的，你就说店家贱不贱？<br>平台158一晚，到店问顶了天就是按平台价给我，那我直接平台订好了至少不用到店没房或者价更高嘛。<br>唯一一间我在果洛县城，平台价208 到店158。最夸张的是敦煌到店价比平台贵100。<br>如你说的平台价251 店里实收169开票220，那为什么不让人到店实付220呢？<br>说来说去都想宰客，只是店家能力不行。,2026-03-24 11:45:02,确山,广东,15
11445438189,中小经营者要活下去，前提不是永远靠补贴活着。真正健康的状态，还是要靠产品、效率和服务挣钱。要是离开补贴就死，那说明他的模式、产品就是有问题；但要是本来能活，却被平台强制低价压死，那该淘汰的应该是平台规则。,2026-03-24 09:44:05,凤之雏,福建,1
11445662198,你以为是反内卷，感叹效果不好，实际上说不定约谈效果甚佳[滑稽],2026-03-24 07:41:39,电源熊,四川,0
11445518542,可能是我认知太低了，搞不懂你想表达什么,2026-03-24 07:33:36,zhaoO,山东,9
11445575946,因为它们干的事就是没成本的啊，压榨商家就能拿钱,2026-03-24 08:48:06,新建个文件夹,内蒙古,0
11445205209,市场竞争，岂是几次约谈就能改变的,2026-03-24 08:32:49,心随,安徽,0
11445963045,各平台卷价格，希望收益的是消费者，能够买到更优惠性价比的产品，但是如果单纯是卷价格，降低产品品质，那么这个市场的质量只会越来越差，群众不是傻瓜，所以要回归初心做真正给消费者福利的事,2026-03-24 12:54:32,蜜雪儿不是雪,广东,0
11445816707,<p>我觉得作者前半部分说的还不错，但是最后一段很令人迷惑。目前中国数字化这么发达的当下，所有商家和消费者都进入了数字茧房，意思就是说，你不数字化，你压根就不可能有客户，但是如果你进入了数字化，那么，不好意思，你就要遵守数字化平台的规则，这个时候，你要求既得利益者数字化平台守着肥肉不做菜，很难。</p><p>第二点，你说靠低价才能存活的小经营者，又靠什么活？问得好，如果是充分的市场竞争，那就应该是有钱人住四星五星，中间的人住三星舒适，价格敏感型住低价的招待所，但现在整个营销宣传的都是薅羊毛，薅羊毛的意思就是花小钱住好房子，这种导向就是不让招待所存活的导向。</p><p>所以我认为国家的治理还得从跟上进行，就是遏制这种夸大宣传和薅羊毛消费定式。有多少钱享受对等的服务，而不是一拥而上都要高端化。</p>,2026-03-24 11:32:48,岸芷汀兰,陕西,0
11445698290,<p>别听怎么说，要看怎么做[为难]</p>,2026-03-24 11:04:27,知乎用户,北京,0
11445877091,约谈是个什么法律流程，保证约谈有效的内核威慑是什么。,2026-03-24 12:10:38,知乎用户,山东,0
11445547812,市场就是这样，你不卷，死的就是你,2026-03-24 09:07:36,skyfly,上海,0
11447086973,下层市场环境，必然发生的事情。之前是增量市场，现在是存量市场，更加严重就是减量市场。,2026-03-26 11:26:44,赖华清,广西,0
11446828213,<p>搞那些，反垄断法干啥的？那些巨额罚款收着不香吗</p><p></p>,2026-03-26 08:45:12,小兵,安徽,0
11446825796,答案显而易见：行政解决不了市场问题,2026-03-26 06:42:53,精神科捅主任,辽宁,0
11446798540,美团前台后台职能最傲慢。,2026-03-26 08:21:21,洛丹伦的秋天,广东,0
11446625024,<p>订单价格251，民宿老板到手169，然后要开220的发票，那实际上消费者实际支付价格是多少……如果是251的话，民宿老板到手只有169，那平台抽水比例也太夸张了</p>,2026-03-25 10:55:56,wiSdOm,广东,0
11446518978,在垄断竞争市场中，平台企业为了争夺市场数量，陷入非生产性、消耗性的竞争，这种竞争并没有提升社会总福利，反而有可能造成资源浪费 可能看起来好像是对我们人民群众有利 。解释了为什么每次约谈后平台都表态“不想内卷”，但转头继续竞争——个体理性驱动下，缺乏可信的合作约束，只能继续内卷。,2026-03-25 16:07:51,知乎用户acbY0CYl,重庆,0
11446445603,劫道的都说自己巨亏，会计比领导还会吹,2026-03-25 08:17:23,不准评论,海南,0
11446057835,如果巨头们保证不了就业，就不需要巨头了,2026-03-24 17:01:22,盾牌,山西,0
11446023381,很好奇这些约谈去的都是公司的中层还是基层，那些真正能说得上话的，是否有在现场[酷],2026-03-24 14:43:47,123,四川,0
11445963327,约谈只是最初级的手段，如果没有效果，要继续上强度。,2026-03-24 13:03:29,知行合一,浙江,0
11445949886,直接罚款！,2026-03-24 22:11:17,泽天,河南,0
11445937039,<p>解决问题的人本身就是制造问题的人，问题怎么消失？</p>,2026-03-24 14:29:27,胖大星,福建,0
11445906141,<p>你这最后一句，本身就不存在，因为不存在那些靠补贴经营的小店。</p>,2026-03-24 13:05:35,张小强,内蒙古,0
11445874995,<p>高德打车最恶心，</p>,2026-03-24 11:13:26,知者不惑,江西,0
11445847795,正常竞争，约谈个屁，员工工资谁发，企业没利润谁给，企业哪天倒闭了，就是这帮闲着没事干的约谈折腾黄的,2026-03-24 12:49:01,铁血,广东,0
11445835626,<p>承压的是下游，受益的是上游，约谈的中游。这不是开玩笑吗</p>,2026-03-24 22:09:40,苏联老大哥死了,广东,0
11445821181,<p>内卷式竞争四大乱象：强制商家低价内卷、违规定价、虚假宣传、把公共服务包装成付费增值项。这场约谈戳破平台流量竞赛的遮羞布：以补贴为名行垄断之实，商家赔本赚吆喝、消费者被误导收割，最后只剩平台赚数据。<br>监管动真格叫停恶性价格战，本质是纠偏 “唯流量论”。靠压榨商家、误导用户的内卷走不远，平台该回归服务与合规，别把市场玩成零和博弈。</p>,2026-03-24 13:54:01,人间半盏闲,湖北,0
11445786419,<p>我们是真的需要这么多外卖吗？特别是吃的方面？</p><p>我现在上班，基本都是自己带饭，又能吃饱，又便宜，又健康</p>,2026-03-24 10:57:43,肖遥Janic,广东,1
11445784364,感觉你说到点子上了[赞同],2026-03-24 09:59:37,cptbtptp,山东,0
11445761339,因为➕税了，还不允许企业转嫁成本这样的好事只有梦里有[感谢],2026-03-24 13:43:34,月亮与666文大钱,河南,0
11445760598,如果能像中石油中石化谁愿意卷！垄断没人查！民营天天谈,2026-03-24 13:15:26,文韬,上海,0
11445755328,<p>哎说不上来，事先不知道就挺离谱。<br><br>你开店做生意，卖多少钱你不知道。谁定的价呢？平台一个市场经理，在后台点了一下。<br><br>他有这个权限，因为商家注册的时候签过一份协议，叫《市场经理代运营授权协议》。名字听着挺正规，代运营嘛。</p>,2026-03-24 10:26:44,小焱,湖南,0
11445723167,携程很恶心，我和我朋友订的简单都不一样,2026-03-24 09:08:30,啊乐,四川,0
11445706911,<p>经济基础决定上层建筑，从私有制转为集体所有才能改变所谓的内卷。</p>,2026-03-24 15:35:03,优雅只于心间,湖南,0
11445696356,"<a href=""http://www.zhihu.com/people/f3bce7aa022240e25f12aec9a9b70363"" data-hash=""f3bce7aa022240e25f12aec9a9b70363"" class=""member_mention"" data-hovercard=""p$b$f3bce7aa022240e25f12aec9a9b70363"">@知乎直答</a> 详细总结，并且判断对错",2026-03-24 10:14:09,不关你事丝织别停,福建,1
11445693139,电建南国怎么没有被约谈？是诈骗那么多老百姓都被捂住了是吧？,2026-03-24 08:42:25,芝麻糖多多,湖北,0
11445664473,私底下谁约谈谁还不一定呢,2026-03-24 09:07:27,混日子的哈士奇,北京,0
11445663837,<p>天天约谈，然后罚酒三杯</p>,2026-03-24 08:48:45,lmsk007,上海,0
11445663310,省胜者通吃，败者食尘的环境就是这样的，要么通吃，要么 s， 他们未必想通吃，但都不想 s,2026-03-24 08:30:43,知乎用户,上海,0
11445641250,策略性错误。   或者不是真心或者是有困难不能解决。   这个问题太简单了，给每个企业派驻一个劳动督导专员，该给加班费给加班费，违法的该重罚就重罚，软件算法有问题的，该反垄断就反垄断出手。    然后，不用管了，你爱烧钱你的自由，你全额补贴也是你的权利。,2026-03-24 12:02:27,张星海,广东,0
11445634859,<p>需要来一波严打。执法部门要从重从快的处理一波违法者，特别是起到极坏带头作用的头部企业！</p>,2026-03-24 09:12:05,知乎用户,北京,0
11445633585,以我经常点的一杯奶茶为例，如果我是自取只有9块钱但是点配送则直接翻倍。所以我想不通一杯几块钱成本的奶茶是怎么能价格翻倍的，关键是配送员的单价还没有配送模式价格的三分一多。,2026-03-24 08:38:45,August8th,广东,0
11445632769,最后发现，互联网的高利润来自压榨，几十年前地主这么干过！,2026-03-24 08:10:35,知乎用户,广东,0
11445626269,要是平台没有交易权，只能展示价格，那可以[微笑],2026-03-24 20:24:03,果果不摆烂,加拿大,0
11445619125,<p>这个事早在疫情期间我就感受很明显</p><p>朋友开了个小本面馆 平台抽成太狠</p><p>美团搞活动补贴最后还是商家买单</p><p>小本生意难做 没日没夜还喝不上一口汤</p><p>这就是可怕的资本市场垄断！</p>,2026-03-24 16:13:40,island,辽宁,0
11445606878,为什么这次不能一刀切了,2026-03-24 10:00:34,雾雨灵梦,贵州,0
11445603414,<p>每个人都能看到自己付出和拿到的钱，如果线下核对有阴阳订单，强制十倍返还，没暗箱，大家都拿该拿的</p>,2026-03-24 08:17:22,潇璇,上海,0
11445589079,我并不想服务业这么廉价，我甚至不需要点这么多外卖，但是有时候他比去店里吃还便宜啊[捂脸]，太奇葩了,2026-03-24 15:03:31,友好和善正能量,山西,0
11445582272,乱世用重典，限期整改，检查不通过停业整顿,2026-03-24 11:34:10,Ikarosmmmmmmm,四川,0
11445580798,<p>天下苦平台久矣，没平台也苦，约谈一次，一次成绩，生生不息。反正大家也都苟延残喘的喘着[酷]</p>,2026-03-24 10:57:19,心水,河北,0
11445576947,瞧你说的，约谈要有用，要法律干什么？,2026-03-24 09:15:36,从不说话,重庆,0
11445556293,现在互联网是存量市场没有增量了，用户又没有钱只能零和博弈，,2026-03-24 13:07:14,小文,广西,0
11445556276,只要允许字节低价无视版权的方式搞流量，然后再高价卖给黄赌毒这种流量贩子的商业模式存在，内卷就不会停。<br><br>总是头疼医脚有什么用。,2026-03-24 13:06:31,易旭昕,广东,0
11445554437,根本不需要管它竞争合不合理，给足工资，给足待遇，不违法，其实没人有意见也不关心它乱不乱。    不对，资本家有意见，他想卷，但他不想多给工资,2026-03-24 12:07:22,张星海,广东,0
11445553326,"去年外卖行业补贴了2000亿资金，无论你强调平台干了各种转嫁成本的事情，但是整个行业多出2000亿的增量资金，一定是比原来更好的。 无非是商家真的把平台补贴出来的泡沫单看成是自己的本事。以为没有平台补贴，那些外卖订单就变成自己的堂食。 实际上，今年一季度补贴开始减少了，商家骑手的日子远比去年惨多了。 我要是阿里美团，就把补贴全撤走，让管理层见识一下，没补贴的餐饮店有多惨，没单子跑的骑手会怎么样。  <a class=""comment_img"" href=""https://pic1.zhimg.com/v2-acad0aa0392e0f84538a58177238f5ee_qhd.jpg?source=1d2f5c51"" data-width=""1206"" data-height=""2622""> 查看图片</a>",2026-03-24 11:36:41,软软,江苏,0
11445528426,逻辑搞反了，一家平台垄断才能逼商家，100家平台内卷逼什么商家,2026-03-24 12:41:15,不知乎,上海,0
11445528016,不处罚下谁会重视呢，就好比公司的制度，只要求执行没有任何处罚措施没人会听的，一旦你要罚款或者做出处罚大家都能很好的遵守,2026-03-24 12:27:26,怡红院箫哥,上海,0
11445524808,监管部门就应该下重拳，拆分+高额罚款，流于形式的约谈起不到任何作用,2026-03-24 10:53:35,戴EZ不会放Q,浙江,0
11445523736,实质是资本在用金钱改变市场格局[思考],2026-03-24 10:24:17,知乎用户夜,新疆,0
11445518969,居然没有拼多多,2026-03-24 07:59:06,古月,浙江,1
11445518296,活个蛋，没补贴就活不下去的那说明从产品都价格都没吸引力，还叫商家吗？,2026-03-24 07:17:31,刘某,山东,0
11445496365,<p>约谈没用主要是上面也不知道究竟要下多大力度去管控，只能慢慢来。力度大了容易影响市场公平甚至引起市场震动，平台跟普通企业不一样，上面有几百万商家，波及面非常广。只能是力度从小开始，一点点加大，给各个平台适应和反应的时间。其实从平台来讲，谁都不愿意去打这场仗，但是不打就只能慢慢等死，没办法的事情，学如逆水行舟不进则退，企业经营也是一样的。我们本身就是做网店的，各个平台都在做，这些都是能感受的出来的，尤其是近一年，各个平台的政策都发生了很大的变化。</p>,2026-03-24 12:25:11,知乎用户,河北,0
11445491051,平台亏了，商家亏了，甚至消费者也觉得亏了，怎么做到的？,2026-03-24 09:37:17,xsank mar,浙江,0
11445472523,直接立法，违法的企业交罚款，行政拘留企业领导人,2026-03-24 11:50:28,切格瓦拉的眼泪,河北,0
11445466617,资本不怎么鸟权利了，怎么办,2026-03-24 09:09:06,小小狙击手,贵州,0
11445445205,市场无形的大手有形了,2026-03-24 13:13:35,山海,山东,0
11445443850,这些平台再这样发展下去，我们这些小商家就没办法活了,2026-03-24 12:28:45,宁静致远楼夺得,福建,0
11445440962,没什么意义,2026-03-24 11:02:31,智齿直尺,北京,0
11445438145,本身就是完全竞争行业，约谈怎么可能有用，人家又不是国企根本不会听你的,2026-03-24 09:43:12,qazxcfrew,河北,0
11445417206,消费跟不上，企业之间死敌搬死卷被，同志们，躺平真的管用。[飙泪笑][飙泪笑]，,2026-03-24 11:52:43,宅小叔,吉林,0
11445414490,"<p>有什么办法,教育卷,社会卷,发钱促进消费不就行了,人民口袋钱不多才省着花啊</p>",2026-03-24 10:44:43,我懒洋洋铲奸除殖,湖北,1
11445389903,没有明确的法律约束，所以只能约谈，然并卵,2026-03-24 12:57:09,关闭广告X,浙江,0
11445383148,怎么不约谈车企？,2026-03-24 09:42:19,戰神,江苏,0
11445381519,内卷的时代终将过去，我们更需要良性竞争,2026-03-24 08:56:48,素元,甘肃,0
11445360353,<p>很多利润被泡沫化了，就变成了花费力气白忙活</p>,2026-03-24 13:29:25,3464842,江西,0
11445349481,拼多多呢？他可是卷中卷！ ,2026-03-24 08:06:49,花生酱,安徽,1
11445319247,杀鸡儆猴，携程就是那只恶鸡,2026-03-24 07:18:04,aiways1133,浙江,0
11445318803,[赞],2026-03-24 06:32:48,老胡,山东,0
11445299144,不赚钱没有增长点运营团队就会被换，别人卷你还不卷就死，没事谁想烧钱啊。这是资本的本性。,2026-03-24 11:46:37,白露霜歌,广东,0
11445270141,活的太舒服了，直接裁员加重税,2026-03-24 12:58:45,知乎用户,浙江,0
11445263175,<p>我家对面的辣子鸡面，开了几十年了，从来不上外卖，只做中午生意，我11点半过去，都得排三四十个号，一碗面三两5块钱，可以只加1块钱浇头，也就是最便宜6块钱，想吃好点浇头可以自己选，我一般一荤两素凑到20块钱，我对象凑到30+，油辣子特别香。人家不需要美团不需要淘宝不需要JD，不照样活的好好的？依赖平台才能做下去的生意，商家先反省下你的餐品，是真的值原价么，还是只值各种补贴后的价格（这里点名周黑鸭）</p>,2026-03-24 09:37:50,昔年,江苏,0
11445241495,不要骂资本，骂资本家可以。资本又没有意识，就是一个工具。比如一把刀，你拿去切菜肯定错不了，没有它还不行。你拿去杀人，那是你人的问题。说资本从头到脚流血肮脏，你把一个美女弄成蓬头垢面还要弄点血在人家脸上，就说人家不是美女，这正确吗？,2026-03-24 12:05:13,沈迹,重庆,0
11445209569,<p>反内卷从24年开始25年相关立法规定层出不穷，国家在大平台监管上做了很多努力，合规相关立法，多部门协同，市场监管局权利加大，中央地方大平台6/4分税收，监管算法等。除了这些大平台，日活过10万的小平台也会隔三差五的拉去开会强调反内卷。</p><p>前几天参加了个省级的反内卷培训会，中央反垄断司派人来讲反垄断的相关细则，基本上就是讲你回答的这些问题，怎么定义，是否合理。不过我觉得这个定义很难落地，因为执行判断的是人，各地监管力度也不一样，浙江执行的很到位且很合理那又如何，有些地方压根不执行，那你就是不如别人的营商环境好，别人可以做而你会被叫停的后果就是想办法去那些更宽松的地方来进行。超大型平台被中央监管，那他们为了合规最好的办法就是摆烂，反正已经圈好地，最后在这些超大平台下的生态下游会先死光，然后国家松口，然后继续卷再来一次循环。当下的经济难题就是如何让一些先富起来的人再分配自己的利益，这可能比让一部分人先富起来难很多很多倍。   </p>,2026-03-24 10:35:14,铁锤,浙江,0
11445209026,为什么约谈了没效果还要约谈而不是处罚？,2026-03-24 10:20:21,迷靡之音,湖北,0
11445178185,<p>还是要约谈的</p>,2026-03-24 09:21:28,知乎用户,河南,0
11445060461,我记得以前开拓市场的时候是互联网大厂付钱的，例如美团之前开拓市场的时候商家是受益的，结果现在卷市场商家就先撑不住了，果然大厂也没钱了[捂脸],2026-03-24 07:56:55,saleisha,广东,0
11445059735,"去年外卖行业补贴了2000亿资金，无论你强调平台干了各种转嫁成本的事情，但是整个行业多出2000亿的增量资金，一定是比原来更好的。 无非是商家真的把平台补贴出来的泡沫单看成是自己的本事。以为没有平台补贴，那些外卖订单就变成自己的堂食。 实际上，今年一季度补贴开始减少了，商家骑手的日子远比去年惨多了。 我要是阿里美团，就把补贴全撤走，让管理层见识一下，没补贴的餐饮店有多惨，没单子跑的骑手会怎么样。  <a class=""comment_img"" href=""https://pic1.zhimg.com/v2-acad0aa0392e0f84538a58177238f5ee_qhd.jpg?source=1d2f5c51"" data-width=""1206"" data-height=""2622""> 查看图片</a>",2026-03-24 07:11:56,软软,江苏,0
11445030637,<p>什么买卖都想干，自然就卷了</p>,2026-03-24 08:07:37,蹄髈,江苏,0
11445848225,耐人寻味，没想明白[doge]不知道在讲什么,2026-03-24 13:05:08,知乎用户,浙江,0
11444847924,为啥有几个答案和你话术是一样的[尴尬],2026-03-24 03:37:40,知乎用户,广东,1
